1.9064	1.4881	2.2496	0.8800	-3.0956	-1.1433	-2.5777	0.6315	1.4049	2.4282	-1.2296	-2.6957	-1.4456	1.5391	0.5653	3.1350	-0.7783	1.5902	-2.2853	-0.5082	0.6077	-1.4221	0.0452	-1.6988	3.1148	-1.0096	1.1539	2.4209	-0.6441	0.2026	1.0208	-0.4949	-0.9616	1.3625	1.2538	-2.2279	0.8681	-1.3707	0.7348	0.3596	-1.7813	-3.1347	0.5590	-1.0993	-1.0841	-0.5106	2.2805	0.6103	1.5023	2.7779	-1.4621	-0.8702	1.9207	-0.5789	1.7816	-1.4800	-1.6144	-0.9567	-0.1967	2.8368
-2.8514	2.8270	-0.5006	-2.2137	1.6377	1.4647	1.7630	-2.5208	-0.9386	1.5361	-1.9064	-2.2359	1.0672	-0.3958	1.8725	-2.1092	1.0889	-1.8376	2.6580	-1.9834	1.3645	1.7842	1.9465	3.0960	-2.0344	-0.5519	0.5070	-2.6051	-0.8692	1.0692	-1.8888	2.3399	0.4088	-1.3858	-2.9806	-0.2189	1.9978	-3.1050	-1.6453	-1.2392	0.6166	-3.0724	-1.6131	-1.8280	1.3189	-0.2695	-3.0038	3.0387	-0.1967	2.9006	-2.7711	2.3335	-0.6535	2.5993	-1.9369	1.8253	1.2267	2.1459	0.2645	-2.9069
-1.0325	2.4102	-2.5920	2.3776	1.8503	-2.4314	-1.5458	2.1084	0.9411	-2.4125	0.8949	0.9262	0.4627	1.8630	-2.5141	-2.8644	2.9619	1.3146	-2.9441	-0.6031	1.4863	-2.6853	0.9025	-0.4642	0.7258	1.7120	2.0872	2.4713	-1.0083	-1.0320	-2.4578	-2.8076	2.8065	-3.0938	-2.0731	2.4691	-1.6431	2.9576	2.6593	2.7725	-1.0326	-0.2738	-0.6496	-2.7598	1.6148	-1.2941	0.3918	1.4863	2.5465	-0.3135	-1.8361	-0.6787	-0.7875	-2.4077	-2.0128	-0.3718	-2.1237	-0.2896	0.3681	0.6446
-0.6065	-2.0662	-1.8817	-0.8823	1.5068	1.7733	0.6680	0.5035	-2.6438	-1.4908	-0.8352	0.9679	-0.3147	1.3254	-1.2538	0.7793	1.0003	-2.6406	2.6614	-2.4848	-2.3029	1.3975	-3.1249	-0.4305	1.9809	0.5620	0.7913	-1.4448	-2.2963	2.0010	-1.7330	-1.4487	-0.5930	0.2543	-0.3580	-2.6105	0.1470	-0.2994	2.2196	0.9810	2.1498	-2.8127	-0.8289	2.2334	-1.5860	0.7396	-1.5160	-0.5002	2.4824	-0.7874	2.1843	1.2017	-2.8567	-2.6933	2.6063	0.2561	-1.4281	-0.5524	1.6144	-2.0317
-1.0214	-2.1562	-1.0826	1.9608	-2.5691	0.3800	-2.5476	2.1074	-3.0143	0.4701	-0.3374	-0.7361	1.7316	-1.9256	1.8057	0.0481	0.2285	0.8953	-1.3622	-0.4435	1.9022	-1.6400	-0.5337	-1.9927	1.7625	-0.8582	-1.7527	-1.3728	-3.1228	1.6428	2.1296	-1.0031	1.9455	-1.8991	1.6899	-1.7413	2.6156	1.3860	-3.1314	0.2599	2.2362	0.8949	3.0645	1.7091	-0.9716	-0.9537	-1.5459	2.0737	2.2646	-3.0156	1.8608	0.6487	-2.7207	-0.3170	0.3322	-1.4355	-2.1162	-1.6344	-1.5011	-0.1649
3.0437	-0.1798	0.8752	2.0500	2.1990	-2.6006	-1.3653	-2.5207	1.4722	-0.8011	-2.0958	-1.2649	0.0843	-0.9995	-2.0914	-0.2864	3.0809	-0.9164	0.6176	2.7502	1.3448	0.7131	-0.5352	-0.2862	0.9553	2.6267	2.2605	-2.5412	2.0325	-0.0894	0.1444	-2.3479	-0.8952	-2.1651	0.1465	-2.7637	0.6933	-2.5709	1.3140	-2.4481	1.8110	-1.9477	2.0870	0.3393	-2.7756	-1.3079	-2.3869	-1.6882	-0.8262	-2.5947	2.4991	2.0472	2.3480	-2.8589	-1.2810	-2.8518	3.1266	-1.4333	0.7199	-1.9654
0.8281	1.4786	-2.6419	2.6745	-1.4245	2.0545	-1.3644	0.0701	-2.4600	2.9137	2.3930	-1.2302	-1.0764	0.5255	2.4949	-2.2385	0.2596	-1.7626	-2.4101	-1.2246	3.0690	-2.0533	0.2210	-2.5885	-0.8876	2.1134	-2.2964	-2.7836	-0.3371	-1.0362	-2.1357	2.8338	-1.3916	0.2314	0.0777	0.4948	-1.5819	1.2267	-0.5544	-0.4832	-1.6772	-1.0966	1.0592	-0.2361	-0.4453	2.2617	2.5010	-1.9458	1.6215	-3.1128	-0.4073	-0.0617	-0.8871	-2.4694	0.7872	-2.2181	2.7407	1.1373	0.4568	0.9323
-1.8564	0.8703	0.7992	0.6075	-0.1931	-2.8928	0.0906	2.4115	2.8384	2.2916	2.9886	3.1056	-0.3313	-0.8738	-2.6019	1.0422	1.4441	1.1451	-1.6364	1.1911	-2.6314	-1.2836	0.8306	0.4348	-2.2307	1.8909	-0.8471	0.4365	-1.0690	-1.2715	-1.0220	0.4591	-0.9812	-0.3535	2.7921	-0.3732	-0.8653	2.2226	-2.1512	-2.8876	0.9198	1.6222	-2.2388	1.9433	-1.9177	-2.0993	-0.1413	-0.9066	-1.5226	0.8969	-2.4762	-0.4453	0.1871	-2.2533	2.0365	-2.9516	-0.5722	-1.3002	0.2376	-2.3183
-1.5806	0.8267	3.0973	-0.4315	1.9234	-2.9905	-1.8514	-1.3855	0.2310	2.1506	2.1225	-1.1125	1.4656	2.2832	2.2963	2.3898	-0.9645	2.0349	-2.0283	0.4131	-2.3567	2.4669	2.6238	2.6993	1.4272	-2.2727	0.1660	-0.6514	-1.2068	2.5138	2.8649	-2.1302	1.2002	-1.3719	-2.7922	-1.5926	3.0021	-2.5469	-2.1555	1.5166	-3.0743	-0.8499	-2.8398	0.4482	-2.2513	1.2526	3.0259	-1.7168	1.5808	-0.9221	-0.1054	0.4381	-2.9765	1.3494	0.2384	-2.0395	-0.5713	2.0521	-2.6659	-1.0020
-0.8648	-1.8609	0.0667	2.8452	-0.5011	2.8194	-2.7252	-0.0132	-2.3954	1.0422	-0.0591	-1.6038	1.0042	-1.3276	0.5798	-2.5301	0.8049	0.5842	-0.8640	2.6645	-0.3378	-2.9224	-0.2315	-0.3443	0.9102	-1.8073	-2.6571	-0.5614	-2.4884	-2.9974	0.7424	-0.6764	1.5026	-1.0667	-1.8033	-1.0592	-1.5787	-2.4623	-1.8655	1.2461	2.8137	2.2519	0.9605	-2.9932	0.9096	0.8905	2.7737	-0.6962	-1.4511	1.3402	0.3741	0.9318	2.3771	1.2231	2.1421	-0.3429	-3.0071	-1.1466	-0.8541	0.2896
1.4940	-0.7811	1.9686	0.4243	2.6381	2.5929	1.1367	-1.7662	-3.0298	-0.2024	0.9859	-1.2927	2.3596	-1.7199	-2.5444	2.9654	0.3235	0.0339	3.0025	-0.7305	-2.4793	-3.1238	2.2023	-3.1377	-0.4904	-0.8970	2.6827	-1.8260	2.6460	-1.7911	-1.7626	-2.8973	3.0893	-0.1890	2.1416	-2.1096	2.2925	-2.3661	2.9248	-0.6077	0.0687	1.0876	2.2130	-2.7037	-0.6640	-1.2020	-1.2042	-2.1321	0.1499	2.5251	1.5014	-1.3109	-1.2483	0.8250	2.5638	-3.1098	-2.3396	0.6907	2.5790	2.8312
2.8484	0.8626	-2.8183	1.2474	2.3254	-2.6007	-1.0905	1.9894	-2.9223	-1.9742	-2.2942	-2.7193	-2.5700	2.4576	-1.3618	2.7970	-2.8673	-0.1591	-1.3204	0.6701	1.4178	-1.1772	-1.0674	2.2463	0.4992	-2.6856	1.8092	-1.4659	-1.5622	-2.0196	-1.7094	1.2101	-1.4038	-0.4228	2.2016	3.0523	-0.1654	-2.6955	-0.2117	2.8667	2.4645	-0.5876	0.6021	0.9787	-0.5006	-0.3319	0.0526	0.7151	-1.7366	-2.0290	2.5516	2.5581	-2.2720	1.9301	2.9231	0.6056	0.5184	-2.9070	-1.5188	1.4037
-1.7154	-1.2997	2.6791	2.7738	2.9246	3.1015	-3.1147	1.1001	-1.8564	1.4861	2.0989	1.0238	1.2158	2.2925	-0.5055	-1.0027	-1.4930	-0.7897	-2.0476	-2.6505	2.1700	-1.7939	1.5854	-0.2681	-2.1106	1.9922	-2.4133	1.6503	3.0594	0.7316	-1.1332	-2.3049	1.4564	0.9124	-0.9787	0.7084	1.7707	0.2016	2.9239	3.0646	0.6174	-2.4788	2.8607	-1.8342	-0.1141	2.1293	0.0826	-1.0543	-1.4159	0.1465	2.8371	1.5698	-2.2770	-2.9743	-3.0681	1.1862	-2.0030	2.2026	-0.3628	-2.2462
2.8467	2.2385	-2.6653	3.0382	1.1271	1.9529	2.9744	-1.6395	2.6054	2.2528	-0.1233	0.5828	-1.1185	-1.6238	-1.6086	1.5712	0.9815	-0.6154	-3.0706	2.6271	-2.5420	1.4703	-1.1859	1.3383	2.0333	-3.0940	-1.8847	1.3968	-2.9061	-1.7716	0.2089	-0.7027	0.0930	3.0023	-0.5858	0.3391	-2.9275	-1.2895	-2.6197	-0.9135	-0.1643	-1.7060	-1.7458	0.4077	0.1010	-2.2850	0.1174	2.7169	1.4067	-1.0969	0.1175	3.0526	2.3551	-2.2030	-1.4240	-1.5414	-2.8063	1.5759	2.1481	-2.0211
-0.4670	-1.7194	-2.1978	-2.6524	-0.2479	-2.0202	-2.3967	2.0464	-0.7599	2.6104	2.8864	1.4678	-0.7392	1.2798	1.8367	2.1498	-0.4505	-0.5648	2.7834	3.0676	-3.1112	0.8372	0.5810	-2.9679	-2.2067	-0.9823	0.2709	1.4074	-2.8347	1.1731	0.1689	-0.7749	-1.5272	-1.3380	0.9338	0.1341	2.0562	-1.1937	-0.8163	2.7758	-2.6926	2.4179	-0.1879	1.4651	1.3442	1.8848	-2.9150	1.2260	-2.8159	1.8259	0.4412	-3.1257	-0.0937	-1.7772	-2.9479	-0.2452	-2.9198	-1.4642	-2.9368	1.8794
1.5032	2.1135	-0.3668	0.4697	-2.7669	-2.1050	0.5805	-1.2841	-2.6241	1.2476	2.5910	-2.9900	0.4973	-0.2233	2.9632	2.8810	-1.4399	2.3591	0.6540	-1.5100	0.8772	0.1538	-0.4141	0.9932	1.4068	2.9951	-2.8790	-0.4531	0.8275	-0.3539	1.9345	1.5253	2.6192	0.5108	2.1339	-1.9913	1.4596	-0.1567	-0.1395	-2.8664	1.7446	0.6890	0.1206	-0.0445	-1.8184	-0.3515	-0.0516	0.6411	0.3340	-2.2738	0.6413	-1.4942	-1.5110	-0.0348	-2.0934	-1.7912	2.4491	-1.3525	2.2342	0.3118
